model,car_type,fuel_type,car_rating,year_to_start,riders,year_to_work,mean_rating,distance_sum,rating_min,speed_max,user_ride_quality_median,deviation_normal_count,user_uniq,target_bin
Smart ForFour,economy,petrol,4.6,2014,59799,2020,5.396954022988506,9579564.996167766,0.14,118.73347052896624,14.045906191097274,174,173,0
Smart ForTwo,economy,petrol,3.72,2015,80822,2017,4.83183908045977,13386520.288948374,0.1,198.0,-6.030599288150861,174,171,0
Kia Rio,economy,petrol,7.54,2015,80710,2015,4.765229885057472,14050092.020980198,0.1,196.82563704401423,-4.8689477233684535,174,172,0
Kia Rio X-line,economy,petrol,4.4,2014,55413,2017,5.411436781609195,12716277.241483994,0.74,120.82621782249888,-9.57225040484295,174,174,0
Kia Rio X-line,economy,petrol,4.82,2011,12613,2017,4.640229885057472,9642183.696035853,0.71,108.05622708112956,29.77718209246705,174,172,0
Renault Sandero,standart,petrol,5.42,2011,5819,2020,4.395344827586206,13620656.255712071,0.1,176.33722722565014,-11.350151332853915,174,174,1
Renault Sandero,standart,petrol,4.92,2014,62218,2019,4.510804597701149,16810670.066185046,0.1,161.0,13.882700436773469,174,172,0
Renault Sandero,standart,petrol,4.34,2012,26336,2020,4.909655172413793,7910441.967442679,0.1,200.0,-8.788436779791152,174,172,0
Kia Rio X-line,economy,petrol,3.6,2011,7238,2017,4.504540229885057,18276998.203599807,0.1,165.0,15.857410803794084,174,167,0
VW Tiguan,economy,petrol,4.42,2017,119510,2019,4.713275862068966,13967941.039633395,0.1,159.0,-3.2770456881673207,174,167,0
Audi Q3,premium,petrol,4.58,2013,41338,2017,4.650229885057471,10354832.562188197,0.1,154.0,3.025661378952094,174,171,0
VW Polo VI,economy,petrol,5.64,2012,20652,2014,4.530114942528735,10707246.049940418,0.1,156.85902775345622,-0.7745961387749345,174,172,0
Renault Sandero,standart,petrol,3.36,2012,26471,2020,5.448103448275862,2612843.485292785,0.6,135.6142367340562,2.552099933236139,174,172,0
VW Polo,economy,petrol,4.52,2015,74201,2017,4.629770114942529,6300998.95290126,0.1,195.0,-0.8041589170941369,174,169,0
Hyundai Solaris,economy,petrol,2.66,2015,79590,2022,4.770862068965517,21364405.739676982,0.1,200.0,-11.107924593588784,174,170,0
VW Polo,economy,petrol,3.7,2012,18288,2015,5.600057471264368,15252453.560396193,0.1,117.28937999796013,5.370421629646799,174,173,0
Smart ForFour,economy,petrol,2.98,2016,115362,2015,4.188218390804598,11651813.961123075,0.1,194.47519027388284,-5.214358020480223,174,173,0
Kia Sportage,standart,petrol,3.56,2015,72243,2016,4.574597701149425,16458002.784501256,0.0,200.0,-2.174152588049703,174,172,0
Kia Sportage,standart,petrol,4.34,2014,63740,2020,4.312356321839081,14804004.004804382,0.1,186.6152777003699,4.647661446141313,174,173,0
Smart ForFour,economy,petrol,3.5,2017,122283,2018,4.128333333333334,24899012.186261423,0.1,197.82220126115232,-6.231317026923518,174,171,0
Nissan Qashqai,standart,petrol,4.16,2014,58200,2016,3.911666666666666,13965162.4930949,0.1,184.51942487229485,-6.959958298859573,174,173,0
Mercedes-Benz E200,business,petrol,4.36,2014,60420,2020,4.170344827586207,19743050.144124493,0.1,188.1945551643204,-5.20143446153174,174,169,1
VW Polo VI,economy,petrol,4.36,2011,7998,2020,4.744885057471264,22317078.97261111,0.2,170.0961805158371,-7.963667724175483,174,172,0
Tesla Model 3,premium,electro,5.44,2015,75113,2020,4.413735632183908,14364221.9403449,0.1,101.97681304452236,-0.6505392453763168,174,141,0
Renault Sandero,standart,petrol,5.42,2011,3429,2019,4.2011494252873565,14437187.920162076,0.1,186.4851703081078,4.730044378585199,174,173,1
Smart ForTwo,economy,petrol,4.58,2015,87819,2017,4.428275862068966,7410788.830233022,0.27,123.37593392777023,1.1557860893968834,174,173,0
Smart Coupe,economy,petrol,6.02,2017,127810,2020,4.46632183908046,17198269.456921536,0.1,163.0,-1.4507263242108586,174,170,0
Kia Rio X,economy,petrol,2.0,2015,82218,2017,4.070057471264368,15096462.098717026,0.1,176.124471564081,-16.15885985794612,174,168,0
Fiat 500,business,petrol,2.74,2013,40716,2020,4.469885057471265,16520994.221538763,0.1,114.12995459391676,9.60562889682296,174,173,0
VW Polo VI,economy,petrol,3.96,2011,1319,2015,4.782988505747126,21967693.72826705,0.1,139.126176670277,8.26143011046082,174,173,0
MINI CooperSE,business,electro,4.08,2012,19131,2018,5.337471264367816,16703112.368278705,0.1,99.9402170497675,-1.924861138551267,174,173,0
Smart ForTwo,economy,petrol,4.82,2015,90474,2015,4.449252873563218,12255795.763449533,0.0,171.86661286907662,2.35430448120342,174,170,0
Smart ForFour,economy,petrol,4.96,2016,95216,2022,4.314425287356322,4748313.652281526,0.1,104.4800586040186,4.565743221640698,174,173,0
Smart ForTwo,economy,petrol,5.38,2017,114016,2020,3.664080459770114,11353641.770190967,0.1,177.32978453952325,-7.279322271707391,174,173,0
Mercedes-Benz GLC,business,petrol,4.0,2013,43345,2021,4.072758620689655,10668144.923296118,0.0,181.2135890492056,1.9973415159272592,174,173,0
Kia Rio X,economy,petrol,2.26,2012,29307,2019,3.9685632183908046,13938505.763046255,0.1,195.9175636782577,-5.310497020034407,174,174,0
Kia Rio,economy,petrol,2.64,2015,97573,2016,4.688908045977011,17537658.135521796,0.1,185.514166971624,2.6128438207497275,174,172,0
Renault Kaptur,standart,petrol,4.46,2015,79278,2019,4.706609195402299,10776333.515057895,0.1,159.0,4.720260063309917,174,173,0
Kia Sportage,standart,petrol,4.08,2014,66550,2021,4.528448275862069,12425572.213092877,0.33,93.68598078826598,-14.29497305519442,174,172,0
Smart ForFour,economy,petrol,4.0,2014,66762,2020,3.987988505747126,18092015.504973065,0.1,185.016229320041,-7.61397850740922,174,172,0
Kia Rio X-line,economy,petrol,6.1,2014,63024,2016,4.500287356321839,8752145.319398092,0.1,101.26302719773884,-0.5201142669603488,174,172,0
Kia Rio X,economy,petrol,3.16,2015,74617,2016,4.509137931034483,17956059.0232859,0.1,122.2234030327454,-10.816006789479973,174,172,0
Renault Kaptur,standart,petrol,2.6,2013,37289,2018,5.242471264367817,12902711.251684071,0.1,119.33118428238272,5.782435089923268,174,173,0
VW Polo,economy,petrol,3.46,2011,7092,2015,5.426954022988506,8206402.58238848,0.75,99.80874076101192,-8.17996287379523,174,173,0
Kia Rio,economy,petrol,4.72,2011,925,2017,5.082126436781609,5816908.973434258,0.1,118.27383390675894,-3.203167586914313,174,173,0
Kia Sportage,standart,petrol,5.68,2013,40935,2017,3.96683908045977,19984733.602390032,0.1,194.73009752206173,8.284161763370331,174,174,0
Renault Kaptur,standart,petrol,5.4,2014,63713,2016,4.689022988505747,13190008.419906111,0.1,186.19342763615404,6.671581703524407,174,171,0
Nissan Qashqai,standart,petrol,3.84,2014,58745,2017,4.024770114942529,11186992.00310345,0.1,196.91943729126584,8.129974234471657,174,172,1
Hyundai Solaris,economy,petrol,3.16,2015,82226,2015,5.388390804597702,11418851.33450394,0.38,111.35594986133988,-4.842833034952549,174,173,0
Kia Sportage,standart,petrol,4.0,2013,42627,2018,4.473448275862069,11430589.81716784,0.1,106.1682100006882,1.374783782552575,174,171,0
Renault Kaptur,standart,petrol,4.04,2011,1592,2019,4.540919540229885,11999589.965672497,0.31,104.8885372896872,-1.352693040870581,174,174,0
Nissan Qashqai,standart,petrol,5.12,2012,28735,2016,4.304022988505747,19385228.20506641,0.1,198.209702814105,20.91929349731964,174,173,1
Mercedes-Benz E200,business,petrol,4.36,2011,1108,2017,4.455172413793104,7038989.066856327,0.1,155.0,-4.577818590394733,174,168,0
VW Polo VI,economy,petrol,3.14,2012,25098,2015,4.766379310344828,10986690.696407173,0.1,193.0,0.0721744838358471,174,168,0
VW Polo VI,economy,petrol,4.12,2013,44204,2018,4.5792528735632185,13470470.958698504,0.1,129.4139049774766,-6.342054518119722,174,173,0
Kia Sportage,standart,petrol,5.24,2014,56573,2019,4.787471264367816,15510706.58482919,0.1,158.0,6.379867055084093,174,169,0
Renault Kaptur,standart,petrol,4.7,2011,391,2016,5.490402298850575,13123635.28878712,0.1,125.4164246265576,-8.942900379168034,174,174,0
Renault Kaptur,standart,petrol,3.74,2013,38579,2018,4.508563218390805,19299004.18383854,0.1,159.0,-11.379076718423605,174,170,0
Kia Rio X,economy,petrol,3.74,2015,76975,2014,4.08316091954023,8191930.885049769,0.1,190.4868535639057,2.365939099413711,174,173,0
Skoda Rapid,economy,petrol,4.06,2017,132475,2020,4.701724137931035,15012824.899423264,0.42,168.04561761944154,-0.2616533706041352,174,172,0
Renault Sandero,standart,petrol,4.48,2013,46303,2016,4.067528735632184,12094398.583697865,0.1,181.3080206706258,-18.74892155005442,174,169,0
VW Polo,economy,petrol,4.64,2011,3491,2019,4.633793103448276,10461724.326768331,0.1,114.82124394594123,-10.434499097709963,174,173,0
VW Polo VI,economy,petrol,3.88,2015,88560,2016,4.628333333333334,16417958.318296686,0.1,106.57309477549748,-0.1676954570008542,174,171,0
Smart ForFour,economy,petrol,3.34,2014,66772,2016,4.629367816091954,6113773.567677363,0.1,177.30479987123434,-8.736766442199375,174,174,0
Hyundai Solaris,economy,petrol,2.98,2015,79303,2016,4.57051724137931,11237801.405879116,0.1,123.53239730843904,-4.832099053499292,174,170,0
VW Polo,economy,petrol,4.2,2014,65872,2017,4.133390804597702,17227251.31075008,0.1,187.40151060701365,-7.697496414255752,174,170,0
Audi A4,premium,petrol,3.36,2015,85135,2018,3.9803448275862072,11303603.303056063,0.1,199.41420045649733,22.430327704324505,174,172,0
VW Tiguan,economy,petrol,4.6,2017,124126,2020,5.589885057471264,11480726.56972266,0.3,121.98535207401925,0.3366464114746195,174,171,0
Kia Sportage,standart,petrol,4.56,2015,92775,2016,5.215919540229885,11901629.620537268,0.53,112.28255124012205,-5.478181149613526,174,173,0
Skoda Rapid,economy,petrol,3.62,2014,61312,2018,4.14367816091954,9370980.262287062,0.0,192.30120347804703,-11.484129164562724,174,172,0
Nissan Qashqai,standart,petrol,5.9,2014,64192,2016,4.694137931034483,12015695.995996052,0.1,193.2754265418052,7.125962267920894,174,172,0
VW Polo VI,economy,petrol,3.68,2014,67385,2018,4.68448275862069,10337492.895981112,0.2,119.0,-1.5786383574426357,174,173,0
Smart ForTwo,economy,petrol,3.88,2017,106430,2019,4.605862068965517,20448370.42233082,0.37,177.4203352309604,5.422813750893416,174,173,0
Skoda Rapid,economy,petrol,4.26,2017,110513,2017,5.464712643678161,21942063.09844673,0.46,109.72536447831288,-0.0022508736000547,174,174,0
Smart Coupe,economy,petrol,3.18,2015,78583,2015,4.567988505747127,19183934.886401396,0.1,187.0,2.8971255936698768,174,173,0
Renault Kaptur,standart,petrol,6.24,2014,61969,2016,4.5086781609195405,5714709.388632041,0.1,131.3321720854777,4.239621122199203,174,171,0
Kia Rio X,economy,petrol,1.78,2011,5986,2014,4.300747126436782,14003190.558638876,0.0,193.0,-10.609698703983106,174,172,0
Kia Rio X,economy,petrol,3.98,2013,47147,2015,4.702471264367817,9452880.08662392,0.1,159.86812484340285,7.38380087366925,174,171,0
Mercedes-Benz E200,business,petrol,5.06,2012,19825,2020,4.657183908045977,19102148.656858567,0.1,98.97046194043769,-5.082502799529963,174,168,0
VW Polo VI,economy,petrol,4.32,2011,2383,2016,4.468793103448276,18690949.55247457,0.1,113.40314344182477,10.313351248714568,174,172,0
Renault Kaptur,standart,petrol,5.56,2015,83397,2016,3.985804597701149,16991599.02455573,0.0,166.71917522327357,18.825871181695668,174,174,0
Hyundai Solaris,economy,petrol,5.02,2015,72982,2020,3.936149425287356,6311351.35712817,0.1,188.2766790344525,-10.832821215038852,174,173,1
Kia Rio X,economy,petrol,4.04,2014,63167,2019,4.295977011494253,8560755.824296564,0.1,172.20622436003742,-14.565365086406104,174,173,0
Skoda Rapid,economy,petrol,3.22,2017,112114,2017,4.808275862068966,11117203.341685409,0.1,153.0,-0.1374642175478512,174,168,0
Kia Rio,economy,petrol,4.64,2015,84095,2016,4.409655172413793,10396248.788732124,0.35,145.10363039446585,-8.099448023421665,174,172,0
Renault Kaptur,standart,petrol,2.96,2011,4379,2018,5.23316091954023,7715143.89035272,0.1,106.43580899719068,4.9300429933064045,174,174,0
VW Polo VI,economy,petrol,5.02,2014,57906,2020,4.544482758620689,11649092.553282654,0.1,176.0,-4.298699804699163,174,173,0
Kia Rio X-line,economy,petrol,4.66,2011,4219,2019,3.775804597701149,15958038.527019495,0.1,177.88003159628315,9.02189116561712,174,171,0
Smart ForTwo,economy,petrol,4.92,2017,130293,2016,4.302701149425287,14220127.107401304,0.1,111.0491341443846,0.5782111634065727,174,173,0
Kia Rio X,economy,petrol,2.02,2012,22163,2019,5.257011494252874,11138562.610326646,0.1,115.51713862462746,-5.338363743287689,174,173,0
Kia Rio X,economy,petrol,4.2,2015,79899,2020,4.035919540229885,8562035.56728095,0.1,181.032533476098,-18.04260429732526,174,171,0
VW Tiguan,economy,petrol,4.72,2016,98453,2020,4.645747126436782,10992980.314951971,0.55,132.23199185530038,5.615169732211963,174,165,0
Smart Coupe,economy,petrol,4.44,2017,113777,2017,4.532873563218391,13358873.569914589,0.13,119.0,-8.308787586482417,174,168,0
Skoda Rapid,economy,petrol,5.74,2014,56089,2019,5.433850574712643,8465943.038215222,0.1,120.24237644534138,5.788527667461603,174,174,0
BMW 320i,business,petrol,3.66,2017,121293,2018,4.024137931034483,12534203.043053122,0.1,191.332150519089,-38.116344812235766,174,172,1
Mini Cooper,business,petrol,4.46,2015,80359,2019,4.095114942528736,9843008.09657012,0.1,194.4645425490072,-10.193503175700762,174,171,0
Skoda Rapid,economy,petrol,4.02,2015,79308,2017,4.213735632183908,14871914.45567324,0.1,188.5540108259918,-5.748176751016066,174,171,1
Smart Coupe,economy,petrol,3.9,2015,88518,2021,4.284827586206896,16166927.609600035,0.1,188.92034005261908,-15.22796027890737,174,172,0
VW Polo VI,economy,petrol,3.78,2013,38272,2014,4.623275862068966,14478885.1381917,0.1,121.27781190377776,10.205880456361337,174,172,0
Kia Rio X,economy,petrol,3.86,2015,88481,2017,4.333333333333333,16131631.471033894,0.1,152.0,-8.843692446491808,174,172,0
Smart Coupe,economy,petrol,3.64,2013,44794,2021,4.9033908045977,15465661.02356594,0.1,197.06420862972595,1.919362813492782,174,170,0
Skoda Rapid,economy,petrol,4.96,2015,77223,2015,4.336436781609195,17613834.360886652,0.0,196.48013717751056,7.040044097962959,174,173,0
VW Polo VI,economy,petrol,4.28,2012,20622,2018,5.302758620689655,10532290.800421624,0.1,119.01123514608985,6.542007689359547,174,171,0
Nissan Qashqai,standart,petrol,3.0,2015,73263,2015,4.036264367816091,24088543.241056,0.1,191.8532659219865,8.813663297973315,174,173,0
Kia Rio,economy,petrol,5.44,2015,72820,2020,4.134885057471265,9216587.52891204,0.0,178.7924401159983,21.57261057493647,174,172,0
Smart ForFour,economy,petrol,2.74,2017,128991,2016,4.551781609195403,10659257.689624554,0.1,153.0,-15.96893052390055,174,170,0
Skoda Rapid,economy,petrol,4.82,2013,39096,2018,4.408620689655173,8136362.843633086,0.1,107.8513385392724,-1.7341370940262033,174,173,0
Kia Rio X-line,economy,petrol,5.02,2014,59340,2017,4.341436781609195,22897489.205864105,0.1,192.08222911651453,-1.1755927570662146,174,174,0
VW Polo VI,economy,petrol,3.4,2011,1772,2020,4.036551724137931,10062195.476683892,0.1,196.155292509854,13.03155356927346,174,172,0
VW Polo VI,economy,petrol,4.56,2011,4195,2017,3.9728735632183914,13433199.965725765,0.1,178.35666518399452,-14.018908097196093,174,172,0
Kia Rio X,economy,petrol,5.1,2014,62001,2022,4.586206896551724,15558210.093010848,0.67,108.29509156374785,-14.616670202930724,174,173,0
Kia Rio X-line,economy,petrol,4.96,2012,21181,2016,3.996149425287357,10518779.440302452,0.1,198.9541632493945,13.337867650654374,174,172,0
Renault Kaptur,standart,petrol,4.8,2012,21755,2022,4.520977011494253,17506508.876368307,0.1,176.16583939831125,1.301284947743767,174,172,0
Hyundai Solaris,economy,petrol,4.04,2014,69081,2019,4.261609195402299,16167946.635038191,0.0,200.0,20.37093379243508,174,173,0
VW Polo VI,economy,petrol,4.3,2013,36546,2018,4.575,12982753.51810617,0.37,162.9898742461263,1.06710906303728,174,171,0
Smart Coupe,economy,petrol,3.24,2016,100060,2017,4.058620689655172,6744303.707664616,0.1,192.6492701852916,-7.231252711132475,174,172,1
VW Polo,economy,petrol,4.02,2013,42984,2015,5.444540229885058,15980196.3504952,0.38,116.46597415191566,-8.650699915574005,174,173,0
Smart Coupe,economy,petrol,5.14,2013,43994,2017,4.238563218390804,13963049.014878755,0.1,187.2608422220993,-3.4184870138234302,174,172,1
Skoda Rapid,economy,petrol,4.24,2015,77989,2020,4.39551724137931,14038260.404980494,0.1,176.65913739458497,-3.055484821088978,174,173,0
Smart ForTwo,economy,petrol,4.56,2016,110234,2017,4.440919540229885,11307244.655200822,0.0,197.95334986042505,-0.8497121637507037,174,173,0
Smart ForTwo,economy,petrol,6.72,2013,50542,2016,5.077126436781609,10968214.778539415,0.1,105.46867813033744,20.68902448063928,174,174,0
Audi A4,premium,petrol,3.98,2016,110689,2018,4.722873563218391,8367960.265389911,0.1,199.0,10.003066812072872,174,172,0
Nissan Qashqai,standart,petrol,4.28,2012,22122,2021,4.077183908045977,15995787.69564264,0.1,191.65484808114607,-2.541281940212887,174,174,0
Mercedes-Benz E200,business,petrol,4.54,2013,45323,2018,4.565057471264368,10211409.897110732,0.1,109.08188147763322,10.978712329189428,174,173,0
Smart Coupe,economy,petrol,5.6,2017,129539,2020,4.341494252873563,12184515.477396172,0.1,98.63937472682927,11.705974780508978,174,171,0
Smart ForTwo,economy,petrol,3.42,2015,88949,2018,4.326781609195402,11134864.28413552,0.0,180.0203032805705,5.427306492578289,174,174,0
Kia Rio,economy,petrol,5.96,2015,85713,2018,5.203045977011494,19407935.8031924,0.48,109.61755862499172,-19.638955736224645,174,174,0
Skoda Rapid,economy,petrol,3.62,2017,128812,2016,4.712183908045977,11077783.867270872,0.1,124.83103420700316,0.7042402253451381,174,174,0
Smart ForFour,economy,petrol,3.64,2015,86445,2017,4.08787356321839,18110764.419471283,0.0,200.0,-23.714547711291623,174,172,0
Kia Sportage,standart,petrol,4.06,2015,82353,2021,4.348275862068966,16878013.53558027,0.1,175.9854725130741,-1.1864438390012144,174,173,1
Audi A4,premium,petrol,2.74,2013,43126,2019,4.633045977011494,16605900.482683238,0.1,157.0,-6.257139313306542,174,167,0
Kia Sportage,standart,petrol,4.04,2013,36326,2021,4.519252873563219,9960139.251236416,0.1,105.87056878375618,-1.7756366070557803,174,171,0
VW Polo VI,economy,petrol,3.94,2013,40857,2021,3.875229885057471,17295807.070685424,0.1,195.7009337492476,-1.0016681539827172,174,173,0
VW Tiguan,economy,petrol,5.58,2016,94462,2017,4.560919540229885,23465548.18848653,0.1,122.70622223407162,-1.69865793827318,174,171,0
Nissan Qashqai,standart,petrol,3.66,2011,2783,2020,4.38235632183908,7841999.374417003,0.0,200.0,-1.7929977215495774,174,174,0
Renault Sandero,standart,petrol,3.94,2015,80102,2020,4.066149425287357,20565710.016651183,0.1,192.62393633922,-17.010183492527293,174,171,0
Hyundai Solaris,economy,petrol,4.8,2011,3035,2021,3.967528735632184,8665044.812575012,0.1,197.6651833084334,6.589599750913956,174,172,0
Smart ForFour,economy,petrol,3.92,2013,46592,2014,3.9155747126436777,14686733.957981303,0.1,188.76619476419148,-6.487841394602517,174,173,0
Audi A4,premium,petrol,5.92,2017,130541,2020,3.9891379310344823,11425175.099680856,0.1,164.16226193721528,-5.073058335425452,174,172,0
